title,issn,variable,value,label
Gender & Society,1552-3977,opr_identities_published,No,Are reviewer identities being published?
Geophysical Research Letters,1944-8007,opr_identities_published,No,Are reviewer identities being published?
Global Environmental Change,0959-3780,opr_identities_published,No,Are reviewer identities being published?
Government Information Quarterly,0740-624X,opr_identities_published,No,Are reviewer identities being published?
Gut,1468-3288,opr_identities_published,Yes,Are reviewer identities being published?
Health Affairs,1544-5208,opr_identities_published,No,Are reviewer identities being published?
Hepatology,1527-3350,opr_identities_published,Yes,Are reviewer identities being published?
IEEE Communications Magazine,0163-6804,opr_identities_published,No,Are reviewer identities being published?
IEEE Communications Surveys & Tutorials,1553-877X,opr_identities_published,No,Are reviewer identities being published?
"IEEE Conference on Computer Vision and Pattern Recognition, CVPR","Only ISBN available, counts as a book",opr_identities_published,No,Are reviewer identities being published?
IEEE International Conference on Computer Vision,2380-7504,opr_identities_published,Yes,Are reviewer identities being published?
IEEE Transactions on Automatic Control,0018-9286,opr_identities_published,No,Are reviewer identities being published?
IEEE Transactions on Industrial Electronics,0278-0046,opr_identities_published,No,Are reviewer identities being published?
IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,opr_identities_published,No,Are reviewer identities being published?
IEEE Transactions on Power Electronics,0885-8993,opr_identities_published,Yes,Are reviewer identities being published?
IEEE Transactions on Signal Processing,1053-587X,opr_identities_published,Yes,Are reviewer identities being published?
Immunity,1074-7613,opr_identities_published,Yes,Are reviewer identities being published?
International Journal of Communication,1932-8036,opr_identities_published,No,Are reviewer identities being published?
International Journal of Production Economics,0925-5273,opr_identities_published,No,Are reviewer identities being published?
Journal of the American Medical Association,1538-3598,opr_identities_published,No,Are reviewer identities being published?
Journal of Allergy and Clinical Immunology,0091-6749,opr_identities_published,No,Are reviewer identities being published?
Journal of Banking & Finance,0378-4266,opr_identities_published,No,Are reviewer identities being published?
Journal of Business Ethics,1573-0697,opr_identities_published,No,Are reviewer identities being published?
Journal of Business Research,0148-2963,opr_identities_published,No,Are reviewer identities being published?
Journal of Cleaner Production,0959-6526,opr_identities_published,No,Are reviewer identities being published?
Journal of Clinical Oncology,1527-7755,opr_identities_published,No,Are reviewer identities being published?
Journal of Communication,1460-2466,opr_identities_published,No,Are reviewer identities being published?
Journal of Cosmology and Astroparticle Physics,1475-7516,opr_identities_published,Yes,Are reviewer identities being published?
Journal of Economic Perspectives,1944-7965,opr_identities_published,No,Are reviewer identities being published?
Journal of Educational Psychology,1939-2176,opr_identities_published,No,Are reviewer identities being published?
Journal of Financial Economics,0304-405X,opr_identities_published,No,Are reviewer identities being published?
Journal of Geophysical Research,2156-2202,opr_identities_published,No,Are reviewer identities being published?
Journal of Hepatology,0168-8278,opr_identities_published,No,Are reviewer identities being published?
Journal of High Energy Physics,1029-8479,opr_identities_published,No,Are reviewer identities being published?
Journal of Management,1557-1211,opr_identities_published,No,Are reviewer identities being published?
Journal of Materials Chemistry. A,2050-7488,opr_identities_published,No,Are reviewer identities being published?
Journal of Pragmatics,0378-2166,opr_identities_published,No,Are reviewer identities being published?
Journal of the American Chemical Society,1520-5126,opr_identities_published,No,Are reviewer identities being published?
Journal of the American College of Cardiology,0735-1097,opr_identities_published,No,Are reviewer identities being published?
Journal of Youth and Adolescence,1573-6601,opr_identities_published,No,Are reviewer identities being published?
Journalism,1741-3001,opr_identities_published,No,Are reviewer identities being published?
Journalism Practice,1751-2786,opr_identities_published,No,Are reviewer identities being published?
Journalism Studies,1461-670X,opr_identities_published,No,Are reviewer identities being published?
Land Use Policy,0264-8377,opr_identities_published,No,Are reviewer identities being published?
Language Learning,1467-9922,opr_identities_published,Yes,Are reviewer identities being published?
Lingua,0024-3841,opr_identities_published,No,Are reviewer identities being published?
Management Information Systems Quarterly,2162-9730,opr_identities_published,No,Are reviewer identities being published?
Management Science,1526-5501,opr_identities_published,No,Are reviewer identities being published?
"Media, Culture & Society",1460-3675,opr_identities_published,No,Are reviewer identities being published?
Molecular Cell,1097-2765,opr_identities_published,No,Are reviewer identities being published?
Monthly Notices of the Royal Astronomical Society,1365-2966,opr_identities_published,No,Are reviewer identities being published?
Nano Letters,1530-6992,opr_identities_published,No,Are reviewer identities being published?
Nanoscale,2040-3372,opr_identities_published,No,Are reviewer identities being published?
Nature,1476-4687,opr_identities_published,No,Are reviewer identities being published?
Nature Biotechnology,1546-1696,opr_identities_published,No,Are reviewer identities being published?
Nature Cell Biology,1476-4679,opr_identities_published,No,Are reviewer identities being published?
Nature Chemistry,1755-4349,opr_identities_published,No,Are reviewer identities being published?
Nature Climate Change,1758-6798,opr_identities_published,No,Are reviewer identities being published?
Nature Communications,2041-1723,opr_identities_published,Yes,Are reviewer identities being published?
Nature Genetics,1546-1718,opr_identities_published,No,Are reviewer identities being published?
Nature Immunology,1529-2916,opr_identities_published,No,Are reviewer identities being published?
Nature Materials,1476-4660,opr_identities_published,No,Are reviewer identities being published?
Nature Medicine,1546-170X,opr_identities_published,No,Are reviewer identities being published?
Nature Methods,1548-7105,opr_identities_published,No,Are reviewer identities being published?
Nature Nanotechnology,1748-3395,opr_identities_published,No,Are reviewer identities being published?
Nature Neuroscience,1546-1726,opr_identities_published,No,Are reviewer identities being published?
Nature Photonics,1749-4893,opr_identities_published,No,Are reviewer identities being published?
Nature Physics,1745-2481,opr_identities_published,No,Are reviewer identities being published?
Nature Reviews Cancer,1474-1768,opr_identities_published,No,Are reviewer identities being published?
Nature Reviews Genetics,1471-0064,opr_identities_published,No,Are reviewer identities being published?
Nature Reviews Immunology,1474-1733,opr_identities_published,No,Are reviewer identities being published?
Nature Reviews Neuroscience,1471-0048,opr_identities_published,No,Are reviewer identities being published?
Nature Reviews. Drug Discovery,1474-1784,opr_identities_published,No,Are reviewer identities being published?
Nature Reviews. Molecular Cell Biology,1471-0080,opr_identities_published,No,Are reviewer identities being published?
Neural Information Processing Systems (NIPS),NIPS-ISSN,opr_identities_published,Yes,Are reviewer identities being published?
NeuroImage,1053-8119,opr_identities_published,No,Are reviewer identities being published?
Neuron,1097-4199,opr_identities_published,No,Are reviewer identities being published?
New Media and Society,1461-7315,opr_identities_published,No,Are reviewer identities being published?
Noûs,1468-0068,opr_identities_published,No,Are reviewer identities being published?
Nucleic Acids Research,1362-4962,opr_identities_published,No,Are reviewer identities being published?
Obstetrical & Gynecological Survey,1533-9866,opr_identities_published,No,Are reviewer identities being published?
Optics Express,1094-4087,opr_identities_published,No,Are reviewer identities being published?
Pediatrics,1098-4275,opr_identities_published,No,Are reviewer identities being published?
Philosophical Studies,1573-0883,opr_identities_published,No,Are reviewer identities being published?
Physical Review B,1550-235X,opr_identities_published,Yes,Are reviewer identities being published?
Physical Review D,1550- 2368,opr_identities_published,Yes,Are reviewer identities being published?
Physical Review Letters,1079-7114,opr_identities_published,Yes,Are reviewer identities being published?
Physical Review X,2160-3308,opr_identities_published,Yes,Are reviewer identities being published?
Physics Letters B,0375-9601,opr_identities_published,No,Are reviewer identities being published?
PLoS One,1932-6203,opr_identities_published,No,Are reviewer identities being published?
Proceedings of the National Academy of Sciences,1091-6490,opr_identities_published,Yes,Are reviewer identities being published?
